jd_row_index,industry_group_slug,industry_branch_slug
7144,nhan-su-hanh-chinh,nhan-su-hanh-chinh-van-phong
7145,marketing-truyen-thong,marketing-truyen-thong-pr
7146,,
7147,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
7148,marketing-truyen-thong,marketing-truyen-thong-pr
7149,cntt,cntt-phat-trien-phan-mem
7150,nhan-su-hanh-chinh,nhan-su-hanh-chinh-van-phong
7151,ke-toan-tai-chinh,ke-toan-tai-chinh-kiem-toan
7152,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
7153,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
7154,ke-toan-tai-chinh,ke-toan-tai-chinh-kiem-toan
7155,dich-vu-khach-hang,dich-vu-khach-hang-cskh
7156,nhan-su-hanh-chinh,nhan-su-thu-ky-tro-ly
7157,ke-toan-tai-chinh,ke-toan-tai-chinh-kiem-toan
7158,,
7159,ke-toan-tai-chinh,ke-toan-tai-chinh-ngan-hang
7160,,
7161,ke-toan-tai-chinh,ke-toan-tai-chinh-bao-hiem
7162,khach-san-nha-hang-du-lich,khach-san-khach-san
7163,ke-toan-tai-chinh,ke-toan-tai-chinh-bao-hiem
7164,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
7165,marketing-truyen-thong,marketing-bien-phien-dich
7166,,
7167,xay-dung,xay-dung-ky-su
7168,giao-duc-dao-tao,giao-duc-giang-day
7169,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
7170,nhan-su-hanh-chinh,nhan-su-tuyen-dung-cb
7171,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
7172,nhan-su-hanh-chinh,nhan-su-tuyen-dung-cb
7173,,
7174,giao-duc-dao-tao,giao-duc-giang-day
7175,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
7176,giao-duc-dao-tao,giao-duc-giang-day
7177,nhan-su-hanh-chinh,nhan-su-thu-ky-tro-ly
7178,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
7179,giao-duc-dao-tao,giao-duc-giang-day
7180,,
7181,khach-san-nha-hang-du-lich,khach-san-khach-san
7182,cntt,cntt-phat-trien-phan-mem
7183,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
7184,nhan-su-hanh-chinh,nhan-su-thu-ky-tro-ly
7185,ke-toan-tai-chinh,ke-toan-tai-chinh-kiem-toan
7186,nhan-su-hanh-chinh,nhan-su-tuyen-dung-cb
7187,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
7188,cntt,cntt-phat-trien-phan-mem
7189,cntt,cntt-phat-trien-phan-mem
7190,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
7191,marketing-truyen-thong,marketing-truyen-thong-pr
7192,cntt,cntt-phat-trien-phan-mem
7193,nhan-su-hanh-chinh,nhan-su-tuyen-dung-cb
7194,nhan-su-hanh-chinh,nhan-su-hanh-chinh-van-phong
7195,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
7196,giao-duc-dao-tao,giao-duc-giang-day
7197,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
7198,,
7199,ke-toan-tai-chinh,ke-toan-tai-chinh-kiem-toan
7200,cntt,cntt-phat-trien-phan-mem
7201,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
7202,khach-san-nha-hang-du-lich,khach-san-khach-san
7203,giao-duc-dao-tao,giao-duc-giang-day
7204,nhan-su-hanh-chinh,nhan-su-tuyen-dung-cb
7205,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
7206,,
7207,ke-toan-tai-chinh,ke-toan-tai-chinh-tai-chinh
7208,dich-vu-khach-hang,dich-vu-khach-hang-cskh
7209,cntt,cntt-phat-trien-phan-mem
7210,marketing-truyen-thong,marketing-truyen-thong-pr
7211,,
7212,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
7213,khach-san-nha-hang-du-lich,khach-san-khach-san
7214,,
7215,khach-san-nha-hang-du-lich,khach-san-khach-san
7216,san-xuat-qa-qc,san-xuat-qa-qc-qa-qc
7217,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
7218,marketing-truyen-thong,marketing-truyen-thong-pr
7219,van-tai-logistics,van-tai-logistics-kho-van
7220,san-xuat-qa-qc,san-xuat-qa-qc-qa-qc
7221,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
7222,van-tai-logistics,van-tai-xuat-nhap-khau
7223,marketing-truyen-thong,marketing-truyen-thong-pr
7224,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
7225,marketing-truyen-thong,marketing-truyen-thong-pr
7226,cntt,cntt-phat-trien-phan-mem
7227,,
7228,van-tai-logistics,van-tai-xuat-nhap-khau
7229,co-khi-che-tao,co-khi-o-to
7230,marketing-truyen-thong,marketing-truyen-thong-pr
7231,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
7232,,
7233,san-xuat-qa-qc,san-xuat-qa-qc-qa-qc
7234,,
7235,nhan-su-hanh-chinh,nhan-su-hanh-chinh-van-phong
7236,ke-toan-tai-chinh,ke-toan-tai-chinh-kiem-toan
7237,,
7238,khach-san-nha-hang-du-lich,khach-san-spa-lam-dep
7239,ke-toan-tai-chinh,ke-toan-tai-chinh-kiem-toan
7240,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
7241,ke-toan-tai-chinh,ke-toan-tai-chinh-kiem-toan
7242,thiet-ke-kien-truc,thiet-ke-kien-truc-kien-truc
7243,,
7244,ke-toan-tai-chinh,ke-toan-tai-chinh-kiem-toan
7245,co-khi-che-tao,co-khi-o-to
7246,ke-toan-tai-chinh,ke-toan-tai-chinh-bao-hiem
7247,ke-toan-tai-chinh,ke-toan-tai-chinh-kiem-toan
7248,xay-dung,xay-dung-ky-su
7249,,
7250,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
7251,ke-toan-tai-chinh,ke-toan-tai-chinh-ngan-hang
7252,,
7253,,
7254,marketing-truyen-thong,marketing-truyen-thong-pr
7255,nhan-su-hanh-chinh,nhan-su-tuyen-dung-cb
7256,,
7257,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
7258,thiet-ke-kien-truc,thiet-ke-do-hoa
7259,thiet-ke-kien-truc,thiet-ke-do-hoa
7260,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
7261,marketing-truyen-thong,marketing-truyen-thong-pr
7262,,
7263,san-xuat-qa-qc,san-xuat-qa-qc-qa-qc
7264,giao-duc-dao-tao,giao-duc-giang-day
7265,thiet-ke-kien-truc,thiet-ke-do-hoa
7266,marketing-truyen-thong,marketing-truyen-thong-pr
7267,san-xuat-qa-qc,san-xuat-det-may
7268,giao-duc-dao-tao,giao-duc-giang-day
7269,nhan-su-hanh-chinh,nhan-su-hanh-chinh-van-phong
7270,dich-vu-khach-hang,dich-vu-khach-hang-cskh
7271,van-tai-logistics,van-tai-xuat-nhap-khau
7272,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
7273,thiet-ke-kien-truc,thiet-ke-kien-truc-kien-truc
7274,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
7275,khach-san-nha-hang-du-lich,khach-san-du-lich-le-hanh
7276,khach-san-nha-hang-du-lich,khach-san-khach-san
7277,nhan-su-hanh-chinh,nhan-su-thu-ky-tro-ly
7278,,
7279,marketing-truyen-thong,marketing-truyen-thong-pr
7280,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
7281,y-te-duoc,y-te-duoc-y-te
7282,,
7283,cntt,cntt-phat-trien-phan-mem
7284,nhan-su-hanh-chinh,nhan-su-thu-ky-tro-ly
7285,nhan-su-hanh-chinh,nhan-su-hanh-chinh-van-phong
7286,san-xuat-qa-qc,san-xuat-quan-ly
7287,cntt,cntt-phat-trien-phan-mem
7288,marketing-truyen-thong,marketing-truyen-thong-pr
7289,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
7290,marketing-truyen-thong,marketing-truyen-thong-pr
7291,san-xuat-qa-qc,san-xuat-thuc-pham
7292,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
7293,cntt,cntt-phat-trien-phan-mem
7294,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
7295,san-xuat-qa-qc,san-xuat-thuc-pham
7296,marketing-truyen-thong,marketing-truyen-thong-pr
7297,cntt,cntt-phat-trien-phan-mem
7298,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
7299,marketing-truyen-thong,marketing-truyen-thong-pr
7300,thiet-ke-kien-truc,thiet-ke-do-hoa
7301,marketing-truyen-thong,marketing-truyen-thong-pr
7302,san-xuat-qa-qc,san-xuat-qa-qc-qa-qc
7303,dien-dien-tu-vien-thong,dien-dien-tu-vien-thong-vt
7304,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
7305,xay-dung,xay-dung-ky-su
7306,ke-toan-tai-chinh,ke-toan-tai-chinh-chung-khoan
7307,san-xuat-qa-qc,san-xuat-quan-ly
7308,san-xuat-qa-qc,san-xuat-qa-qc-qa-qc
7309,ke-toan-tai-chinh,ke-toan-tai-chinh-ngan-hang
7310,khach-san-nha-hang-du-lich,khach-san-spa-lam-dep
7311,nhan-su-hanh-chinh,nhan-su-hanh-chinh-van-phong
7312,nhan-su-hanh-chinh,nhan-su-tuyen-dung-cb
7313,cntt,cntt-phat-trien-phan-mem
7314,ke-toan-tai-chinh,ke-toan-tai-chinh-kiem-toan
7315,,
7316,thiet-ke-kien-truc,thiet-ke-my-thuat
7317,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
7318,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
7319,cntt,cntt-phat-trien-phan-mem
7320,cntt,cntt-phat-trien-phan-mem
7321,xay-dung,xay-dung-ky-su
7322,ke-toan-tai-chinh,ke-toan-tai-chinh-tai-chinh
7323,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
7324,khach-san-nha-hang-du-lich,khach-san-du-lich-le-hanh
7325,giao-duc-dao-tao,giao-duc-giang-day
7326,thiet-ke-kien-truc,thiet-ke-do-hoa
7327,marketing-truyen-thong,marketing-to-chuc-su-kien
7328,cntt,cntt-phat-trien-phan-mem
7329,ke-toan-tai-chinh,ke-toan-tai-chinh-bao-hiem
7330,khach-san-nha-hang-du-lich,khach-san-khach-san
7331,marketing-truyen-thong,marketing-bien-phien-dich
7332,y-te-duoc,y-te-duoc-duoc-pham
7333,giao-duc-dao-tao,giao-duc-giang-day
7334,giao-duc-dao-tao,giao-duc-giang-day
7335,marketing-truyen-thong,marketing-truyen-thong-pr
7336,ke-toan-tai-chinh,ke-toan-tai-chinh-bao-hiem
7337,ke-toan-tai-chinh,ke-toan-tai-chinh-ngan-hang
7338,co-khi-che-tao,co-khi-o-to
7339,,
7340,ke-toan-tai-chinh,ke-toan-tai-chinh-bao-hiem
7341,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
7342,marketing-truyen-thong,marketing-truyen-thong-pr
7343,san-xuat-qa-qc,san-xuat-qa-qc-qa-qc
7344,bat-dong-san,bat-dong-san-moi-gioi
7345,van-tai-logistics,van-tai-logistics-kho-van
7346,cntt,cntt-phat-trien-phan-mem
7347,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
7348,nhan-su-hanh-chinh,nhan-su-tuyen-dung-cb
7349,marketing-truyen-thong,marketing-truyen-thong-pr
7350,khach-san-nha-hang-du-lich,khach-san-khach-san
7351,ke-toan-tai-chinh,ke-toan-tai-chinh-bao-hiem
7352,ke-toan-tai-chinh,ke-toan-tai-chinh-bao-hiem
7353,thiet-ke-kien-truc,thiet-ke-do-hoa
7354,co-khi-che-tao,co-khi-tu-dong-hoa
7355,marketing-truyen-thong,marketing-truyen-thong-pr
7356,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
7357,,
7358,nhan-su-hanh-chinh,nhan-su-hanh-chinh-van-phong
7359,,
7360,san-xuat-qa-qc,san-xuat-my-pham
7361,marketing-truyen-thong,marketing-truyen-thong-pr
7362,,
7363,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
7364,cntt,cntt-phat-trien-phan-mem
7365,cntt,cntt-phat-trien-phan-mem
7366,kinh-doanh-ban-hang,kinh-doanh-ban-hang-ban-hang
7367,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
7368,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
7369,dich-vu-khach-hang,dich-vu-khach-hang-cskh
7370,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
7371,khach-san-nha-hang-du-lich,khach-san-khach-san
7372,xay-dung,xay-dung-ky-su
7373,co-khi-che-tao,co-khi-tu-dong-hoa
7374,co-khi-che-tao,co-khi-tu-dong-hoa
7375,ke-toan-tai-chinh,ke-toan-tai-chinh-tai-chinh
7376,marketing-truyen-thong,marketing-truyen-thong-pr
7377,san-xuat-qa-qc,san-xuat-moi-truong
7378,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
7379,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
7380,,
7381,ke-toan-tai-chinh,ke-toan-tai-chinh-ngan-hang
7382,cntt,cntt-phat-trien-phan-mem
7383,marketing-truyen-thong,marketing-to-chuc-su-kien
7384,marketing-truyen-thong,marketing-truyen-thong-pr
7385,,
7386,cntt,cntt-phat-trien-phan-mem
7387,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
7388,,
7389,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
7390,cntt,cntt-phat-trien-phan-mem
7391,,
7392,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
7393,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
7394,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
7395,nhan-su-hanh-chinh,nhan-su-phap-ly-phap-che
7396,cntt,cntt-phat-trien-phan-mem
7397,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
7398,san-xuat-qa-qc,san-xuat-qa-qc-qa-qc
7399,cntt,cntt-phat-trien-phan-mem
7400,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
7401,khach-san-nha-hang-du-lich,khach-san-spa-lam-dep
7402,cntt,cntt-phat-trien-phan-mem
7403,san-xuat-qa-qc,san-xuat-qa-qc-qa-qc
7404,xay-dung,xay-dung-ky-su
7405,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
7406,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
7407,kinh-doanh-ban-hang,kinh-doanh-ban-hang-ban-hang
7408,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
7409,ke-toan-tai-chinh,ke-toan-tai-chinh-kiem-toan
7410,,
7411,marketing-truyen-thong,marketing-truyen-thong-pr
7412,cntt,cntt-phan-cung-mang
7413,ke-toan-tai-chinh,ke-toan-tai-chinh-ngan-hang
7414,ke-toan-tai-chinh,ke-toan-tai-chinh-bao-hiem
7415,xay-dung,xay-dung-ky-su
7416,nhan-su-hanh-chinh,nhan-su-tuyen-dung-cb
7417,marketing-truyen-thong,marketing-truyen-thong-pr
7418,bat-dong-san,bat-dong-san-moi-gioi
7419,nhan-su-hanh-chinh,nhan-su-hanh-chinh-van-phong
7420,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
7421,nhan-su-hanh-chinh,nhan-su-phap-ly-phap-che
7422,ke-toan-tai-chinh,ke-toan-tai-chinh-ngan-hang
7423,co-khi-che-tao,co-khi-tu-dong-hoa
7424,dich-vu-khach-hang,dich-vu-khach-hang-cskh
7425,ke-toan-tai-chinh,ke-toan-tai-chinh-kiem-toan
7426,van-tai-logistics,van-tai-xuat-nhap-khau
7427,ke-toan-tai-chinh,ke-toan-tai-chinh-kiem-toan
7428,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
7429,nhan-su-hanh-chinh,nhan-su-hanh-chinh-van-phong
7430,nhan-su-hanh-chinh,nhan-su-tuyen-dung-cb
7431,cntt,cntt-phat-trien-phan-mem
7432,ke-toan-tai-chinh,ke-toan-tai-chinh-kiem-toan
7433,xay-dung,xay-dung-ky-su
7434,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
7435,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
7436,marketing-truyen-thong,marketing-truyen-thong-pr
7437,thiet-ke-kien-truc,thiet-ke-do-hoa
7438,cntt,cntt-phat-trien-phan-mem
7439,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
7440,ke-toan-tai-chinh,ke-toan-tai-chinh-tai-chinh
7441,cntt,cntt-phat-trien-phan-mem
7442,van-tai-logistics,van-tai-xuat-nhap-khau
7443,cntt,cntt-phat-trien-phan-mem
7444,ke-toan-tai-chinh,ke-toan-tai-chinh-kiem-toan
7445,cntt,cntt-phat-trien-phan-mem
7446,y-te-duoc,y-te-duoc-y-te
7447,san-xuat-qa-qc,san-xuat-thuc-pham
7448,,
7449,nhan-su-hanh-chinh,nhan-su-tuyen-dung-cb
7450,,
7451,van-tai-logistics,van-tai-logistics-kho-van
7452,ke-toan-tai-chinh,ke-toan-tai-chinh-kiem-toan
7453,ke-toan-tai-chinh,ke-toan-tai-chinh-kiem-toan
7454,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
7455,nhan-su-hanh-chinh,nhan-su-hanh-chinh-van-phong
7456,cntt,cntt-phat-trien-phan-mem
7457,bat-dong-san,bat-dong-san-moi-gioi
7458,marketing-truyen-thong,marketing-truyen-thong-pr
7459,ke-toan-tai-chinh,ke-toan-tai-chinh-kiem-toan
7460,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
7461,cntt,cntt-phat-trien-phan-mem
7462,ke-toan-tai-chinh,ke-toan-tai-chinh-tai-chinh
7463,marketing-truyen-thong,marketing-truyen-thong-pr
7464,khach-san-nha-hang-du-lich,khach-san-khach-san
7465,thiet-ke-kien-truc,thiet-ke-my-thuat
7466,nhan-su-hanh-chinh,nhan-su-phap-ly-phap-che
7467,ke-toan-tai-chinh,ke-toan-tai-chinh-kiem-toan
7468,,
7469,ke-toan-tai-chinh,ke-toan-tai-chinh-bao-hiem
7470,giao-duc-dao-tao,giao-duc-giang-day
7471,cntt,cntt-phat-trien-phan-mem
7472,cntt,cntt-phat-trien-phan-mem
7473,thiet-ke-kien-truc,thiet-ke-do-hoa
7474,xay-dung,xay-dung-ky-su
7475,thiet-ke-kien-truc,thiet-ke-do-hoa
7476,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
7477,san-xuat-qa-qc,san-xuat-nong-nghiep
7478,van-tai-logistics,van-tai-logistics-kho-van
7479,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
7480,ke-toan-tai-chinh,ke-toan-tai-chinh-tai-chinh
7481,san-xuat-qa-qc,san-xuat-det-may
7482,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
7483,marketing-truyen-thong,marketing-to-chuc-su-kien
7484,kinh-doanh-ban-hang,kinh-doanh-ban-hang-ban-le-si
7485,,
7486,thiet-ke-kien-truc,thiet-ke-do-hoa
7487,ke-toan-tai-chinh,ke-toan-tai-chinh-bao-hiem
7488,marketing-truyen-thong,marketing-truyen-thong-pr
7489,,
7490,nhan-su-hanh-chinh,nhan-su-thu-ky-tro-ly
7491,kinh-doanh-ban-hang,kinh-doanh-ban-hang-ban-le-si
7492,dien-dien-tu-vien-thong,dien-dien-tu-dien-lanh
7493,thiet-ke-kien-truc,thiet-ke-do-hoa
7494,marketing-truyen-thong,marketing-truyen-thong-pr
7495,,
7496,,
7497,marketing-truyen-thong,marketing-truyen-thong-pr
7498,cntt,cntt-phat-trien-phan-mem
7499,cntt,cntt-phat-trien-phan-mem
7500,nhan-su-hanh-chinh,nhan-su-tuyen-dung-cb
7501,giao-duc-dao-tao,giao-duc-giang-day
7502,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
7503,cntt,cntt-phat-trien-phan-mem
7504,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
7505,cntt,cntt-phat-trien-phan-mem
7506,cntt,cntt-phat-trien-phan-mem
7507,,
7508,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
7509,,
7510,cntt,cntt-phat-trien-phan-mem
7511,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
7512,ke-toan-tai-chinh,ke-toan-tai-chinh-bao-hiem
7513,ke-toan-tai-chinh,ke-toan-tai-chinh-kiem-toan
7514,nhan-su-hanh-chinh,nhan-su-tuyen-dung-cb
7515,nhan-su-hanh-chinh,nhan-su-phap-ly-phap-che
7516,khach-san-nha-hang-du-lich,khach-san-khach-san
7517,dich-vu-khach-hang,dich-vu-khach-hang-cskh
7518,ke-toan-tai-chinh,ke-toan-tai-chinh-kiem-toan
7519,marketing-truyen-thong,marketing-bien-phien-dich
7520,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
7521,thiet-ke-kien-truc,thiet-ke-noi-that
7522,nhan-su-hanh-chinh,nhan-su-tuyen-dung-cb
7523,san-xuat-qa-qc,san-xuat-thuc-pham
7524,giao-duc-dao-tao,giao-duc-giang-day
7525,marketing-truyen-thong,marketing-truyen-thong-pr
7526,co-khi-che-tao,co-khi-tu-dong-hoa
7527,xay-dung,xay-dung-ky-su
7528,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
7529,marketing-truyen-thong,marketing-truyen-thong-pr
7530,co-khi-che-tao,co-khi-tu-dong-hoa
7531,y-te-duoc,y-te-duoc-y-te
7532,dich-vu-khach-hang,dich-vu-khach-hang-cskh
7533,ke-toan-tai-chinh,ke-toan-tai-chinh-kiem-toan
7534,giao-duc-dao-tao,giao-duc-giang-day
7535,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
7536,,
7537,khach-san-nha-hang-du-lich,khach-san-spa-lam-dep
7538,cntt,cntt-phat-trien-phan-mem
7539,marketing-truyen-thong,marketing-truyen-thong-pr
7540,san-xuat-qa-qc,san-xuat-thuc-pham
7541,cntt,cntt-phat-trien-phan-mem
7542,,
7543,marketing-truyen-thong,marketing-bien-phien-dich
7544,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
7545,cntt,cntt-phat-trien-phan-mem
7546,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
7547,ke-toan-tai-chinh,ke-toan-tai-chinh-ngan-hang
7548,van-tai-logistics,van-tai-logistics-kho-van
7549,giao-duc-dao-tao,giao-duc-giang-day
7550,ke-toan-tai-chinh,ke-toan-tai-chinh-bao-hiem
7551,,
7552,marketing-truyen-thong,marketing-truyen-thong-pr
7553,co-khi-che-tao,co-khi-tu-dong-hoa
7554,nhan-su-hanh-chinh,nhan-su-thu-ky-tro-ly
7555,marketing-truyen-thong,marketing-bao-chi-truyen-hinh
7556,,
7557,,
7558,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
7559,xay-dung,xay-dung-ky-su
7560,,
7561,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
7562,,
7563,co-khi-che-tao,co-khi-tu-dong-hoa
7564,,
7565,marketing-truyen-thong,marketing-truyen-thong-pr
7566,cntt,cntt-phat-trien-phan-mem
7567,co-khi-che-tao,co-khi-tu-dong-hoa
7568,ke-toan-tai-chinh,ke-toan-tai-chinh-kiem-toan
7569,co-khi-che-tao,co-khi-o-to
7570,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
7571,dien-dien-tu-vien-thong,dien-dien-tu-dien-lanh
7572,,
7573,cntt,cntt-phan-cung-mang
7574,cntt,cntt-phat-trien-phan-mem
7575,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
7576,marketing-truyen-thong,marketing-truyen-thong-pr
7577,cntt,cntt-phat-trien-phan-mem
7578,marketing-truyen-thong,marketing-truyen-thong-pr
7579,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
7580,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
7581,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
7582,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
7583,ke-toan-tai-chinh,ke-toan-tai-chinh-bao-hiem
7584,thiet-ke-kien-truc,thiet-ke-do-hoa
7585,giao-duc-dao-tao,giao-duc-giang-day
7586,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
7587,marketing-truyen-thong,marketing-truyen-thong-pr
7588,dich-vu-khach-hang,dich-vu-khach-hang-cskh
7589,ke-toan-tai-chinh,ke-toan-tai-chinh-kiem-toan
7590,khach-san-nha-hang-du-lich,khach-san-khach-san
7591,kinh-doanh-ban-hang,kinh-doanh-ban-hang-ban-hang
7592,ke-toan-tai-chinh,ke-toan-tai-chinh-kiem-toan
7593,dien-dien-tu-vien-thong,dien-dien-tu-dien-lanh
7594,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
7595,,
7596,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
7597,van-tai-logistics,van-tai-xuat-nhap-khau
7598,,
7599,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
7600,cntt,cntt-phat-trien-phan-mem
7601,khach-san-nha-hang-du-lich,khach-san-spa-lam-dep
7602,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
7603,cntt,cntt-phat-trien-phan-mem
7604,nhan-su-hanh-chinh,nhan-su-hanh-chinh-van-phong
7605,cntt,cntt-phan-cung-mang
7606,san-xuat-qa-qc,san-xuat-qa-qc-qa-qc
7607,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
7608,kinh-doanh-ban-hang,kinh-doanh-ban-hang-ban-le-si
7609,,
7610,marketing-truyen-thong,marketing-truyen-thong-pr
7611,marketing-truyen-thong,marketing-bao-chi-truyen-hinh
7612,,
7613,ke-toan-tai-chinh,ke-toan-tai-chinh-kiem-toan
7614,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
7615,,
7616,marketing-truyen-thong,marketing-truyen-thong-pr
7617,van-tai-logistics,van-tai-xuat-nhap-khau
7618,san-xuat-qa-qc,san-xuat-quan-ly
7619,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
7620,ke-toan-tai-chinh,ke-toan-tai-chinh-kiem-toan
7621,cntt,cntt-phat-trien-phan-mem
7622,dien-dien-tu-vien-thong,dien-dien-tu-dien-lanh
7623,dich-vu-khach-hang,dich-vu-khach-hang-cskh
7624,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
7625,cntt,cntt-phat-trien-phan-mem
7626,,
7627,dich-vu-khach-hang,dich-vu-khach-hang-cskh
7628,ke-toan-tai-chinh,ke-toan-tai-chinh-bao-hiem
7629,,
7630,ke-toan-tai-chinh,ke-toan-tai-chinh-ngan-hang
7631,dien-dien-tu-vien-thong,dien-dien-tu-dien-lanh
7632,nhan-su-hanh-chinh,nhan-su-thu-ky-tro-ly
7633,ke-toan-tai-chinh,ke-toan-tai-chinh-kiem-toan
7634,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
7635,giao-duc-dao-tao,giao-duc-giang-day
7636,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
7637,san-xuat-qa-qc,san-xuat-thuc-pham
7638,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
7639,cntt,cntt-phat-trien-phan-mem
7640,marketing-truyen-thong,marketing-bien-phien-dich
